Farm_ID,Farmer_ID,Farm_Location,Farm_Size,Irrigation_Type,Crop_Type,Has_IoT_Sensors,Soil_Quality,Access_to_Market,Pest_Incidence,Weather_Anomalies,Proximity_to_Roads
FARM_c3f576,FARMER_1549,Kano,4.83,Manual,Livestock Farming,False,Poor,Poor,Low,Rare,Close
FARM_1ac611,FARMER_1550,Ebonyi,4.92,None,Mixed Farming,False,Good,Good,High,Frequent,Close
FARM_a748c5,FARMER_1551,Zamfara,3.55,Drip,Mixed Farming,True,Poor,Good,High,None,Close
FARM_cb9e93,FARMER_1552,Niger,1.77,None,Livestock Farming,False,Good,Good,Moderate,Rare,Far
FARM_bd01a4,FARMER_1553,Niger,1.48,Sprinkler,Livestock Farming,False,Good,Good,Moderate,Frequent,Far
FARM_8f7f46,FARMER_1554,Niger,4.78,Sprinkler,Livestock Farming,True,Good,Poor,Moderate,Rare,Close
FARM_19317d,FARMER_1555,Zamfara,2.74,Sprinkler,Livestock Farming,False,Poor,Poor,Low,Frequent,Close
FARM_d7f470,FARMER_1556,Ondo,1.78,Drip,Crop Farming,False,Fair,Good,High,Rare,Close
FARM_8c5f3a,FARMER_1557,Bauchi,4.74,None,Livestock Farming,False,Good,Poor,Moderate,Frequent,Far
FARM_c4669b,FARMER_1558,Niger,1.42,Manual,Livestock Farming,False,Good,Good,Low,Frequent,Far
FARM_37d693,FARMER_1559,Kaduna,3.92,Sprinkler,Crop Farming,False,Good,Good,Moderate,Rare,Close
FARM_16e23b,FARMER_1560,Benue,3.5,Sprinkler,Livestock Farming,False,Good,Good,Low,Frequent,Far
FARM_dde867,FARMER_1561,Oyo,1.35,None,Livestock Farming,False,Good,Poor,High,Frequent,Far
FARM_84fefa,FARMER_1562,Taraba,2.35,Manual,Livestock Farming,False,Fair,Good,High,Frequent,Far
FARM_5966e3,FARMER_1563,Osun,1.6,Drip,Livestock Farming,True,Poor,Poor,High,Frequent,Far
FARM_d1125f,FARMER_1564,Oyo,3.42,Sprinkler,Livestock Farming,False,Fair,Poor,Low,Frequent,Far
FARM_ddf2d0,FARMER_1565,Bauchi,2.91,Sprinkler,Mixed Farming,False,Poor,Good,High,Frequent,Far
FARM_9b9365,FARMER_1566,Bauchi,1.02,Sprinkler,Crop Farming,False,Fair,Poor,Low,Frequent,Close
FARM_57c5c6,FARMER_1567,Osun,4.9,Manual,Crop Farming,False,Poor,Good,Low,Frequent,Far
FARM_99bc90,FARMER_1568,Cross River,2.4,Sprinkler,Livestock Farming,False,Good,Poor,Low,Rare,Close
FARM_8a255b,FARMER_1569,Ondo,2.03,Manual,Livestock Farming,False,Poor,Poor,High,Frequent,Close
FARM_1d27fa,FARMER_1570,Oyo,1.89,Sprinkler,Mixed Farming,False,Poor,Poor,High,None,Far
FARM_4fd559,FARMER_1571,Oyo,1.64,Sprinkler,Mixed Farming,False,Good,Poor,High,Rare,Far
FARM_836b88,FARMER_1572,Kano,5.0,Manual,Crop Farming,True,Good,Good,Low,Rare,Close
FARM_31df04,FARMER_1573,Sokoto,2.18,Manual,Livestock Farming,False,Poor,Good,High,None,Far
FARM_e18f28,FARMER_1574,Katsina,2.62,Drip,Crop Farming,False,Poor,Good,Low,Frequent,Close
FARM_6bfa0f,FARMER_1575,Sokoto,4.49,None,Mixed Farming,False,Good,Good,High,None,Close
FARM_e31652,FARMER_1576,Niger,3.57,Sprinkler,Livestock Farming,False,Fair,Good,Low,None,Far
FARM_0650c6,FARMER_1577,Plateau,2.47,Sprinkler,Crop Farming,False,Good,Good,Moderate,None,Far
FARM_107e26,FARMER_1578,Osun,4.59,None,Livestock Farming,True,Poor,Good,High,Rare,Far
FARM_14535e,FARMER_1579,Zamfara,4.0,None,Mixed Farming,True,Poor,Poor,High,Frequent,Close
FARM_a0c085,FARMER_1580,Katsina,1.91,None,Mixed Farming,False,Poor,Poor,Low,Rare,Close
FARM_d98e72,FARMER_1581,Niger,3.57,Sprinkler,Mixed Farming,False,Good,Good,Low,Frequent,Far
FARM_e5b0bb,FARMER_1582,Osun,4.69,Sprinkler,Crop Farming,True,Good,Good,Low,None,Far
FARM_fbab27,FARMER_1583,Katsina,2.99,Sprinkler,Livestock Farming,True,Fair,Poor,Moderate,Rare,Far
FARM_e8d9cc,FARMER_1584,Plateau,3.93,Manual,Mixed Farming,True,Poor,Poor,High,Frequent,Far
FARM_e99c6e,FARMER_1585,Sokoto,4.88,Drip,Livestock Farming,False,Poor,Good,Low,Frequent,Close
FARM_a4746e,FARMER_1586,Kebbi,3.76,Drip,Mixed Farming,False,Good,Good,Moderate,None,Far
FARM_ccac6b,FARMER_1587,Bauchi,1.41,None,Mixed Farming,False,Poor,Poor,Moderate,Rare,Close
FARM_eb8643,FARMER_1588,Kano,1.98,None,Mixed Farming,False,Fair,Poor,Low,Rare,Far
FARM_715067,FARMER_1589,Oyo,3.38,Sprinkler,Crop Farming,False,Good,Poor,High,Rare,Close
FARM_2cabe4,FARMER_1590,Kebbi,2.1,Drip,Crop Farming,True,Poor,Poor,Low,Rare,Close
FARM_43c4b9,FARMER_1591,Oyo,4.83,Drip,Crop Farming,False,Good,Poor,Low,Rare,Close
FARM_d5bec6,FARMER_1592,Kebbi,2.62,Manual,Crop Farming,False,Good,Good,Low,Rare,Far
FARM_0e3039,FARMER_1593,Kebbi,2.83,Sprinkler,Livestock Farming,True,Fair,Poor,Moderate,Rare,Far
FARM_101b2d,FARMER_1594,Ondo,3.81,Sprinkler,Crop Farming,False,Good,Good,Moderate,None,Far
FARM_44c347,FARMER_1595,Niger,3.1,Drip,Livestock Farming,True,Poor,Poor,High,Frequent,Close
FARM_e846d6,FARMER_1596,Benue,2.53,Drip,Crop Farming,True,Fair,Good,Moderate,None,Far
FARM_8725c5,FARMER_1597,Cross River,1.31,Manual,Mixed Farming,True,Good,Good,Low,Frequent,Far
FARM_aa0049,FARMER_1598,Katsina,3.39,Manual,Livestock Farming,False,Poor,Good,Moderate,Frequent,Far
FARM_0b0ed2,FARMER_1599,Kebbi,4.47,Sprinkler,Livestock Farming,False,Good,Good,High,Frequent,Close
FARM_aa88f3,FARMER_1600,Katsina,3.74,Manual,Livestock Farming,True,Good,Good,Low,Rare,Far
FARM_a87a8b,FARMER_1601,Kebbi,2.53,Drip,Livestock Farming,False,Fair,Poor,Low,Rare,Close
FARM_bf8164,FARMER_1602,Plateau,1.51,Sprinkler,Mixed Farming,False,Fair,Good,Moderate,Frequent,Close
FARM_d743bf,FARMER_1603,Plateau,4.27,Drip,Crop Farming,False,Fair,Poor,Moderate,Frequent,Far
FARM_57d753,FARMER_1604,Niger,4.77,Sprinkler,Livestock Farming,True,Fair,Good,High,Rare,Far
FARM_8fff42,FARMER_1605,Osun,2.55,Sprinkler,Crop Farming,False,Poor,Poor,Low,Rare,Close
FARM_68cf0e,FARMER_1606,Ondo,3.91,Drip,Mixed Farming,True,Good,Good,High,Frequent,Far
FARM_afb726,FARMER_1607,Plateau,2.64,Sprinkler,Crop Farming,False,Fair,Good,Moderate,Frequent,Close
FARM_5aac03,FARMER_1608,Oyo,3.01,Sprinkler,Mixed Farming,False,Poor,Poor,Low,None,Close
FARM_dcefaa,FARMER_1609,Bauchi,4.35,Manual,Mixed Farming,False,Fair,Poor,Moderate,Rare,Close
FARM_78f675,FARMER_1610,Zamfara,1.33,Drip,Mixed Farming,False,Good,Poor,Low,Rare,Far
FARM_a9fcca,FARMER_1611,Kebbi,3.12,Drip,Crop Farming,False,Fair,Poor,High,Frequent,Close
FARM_6b90ad,FARMER_1612,Kebbi,1.86,Manual,Mixed Farming,False,Good,Poor,Low,None,Close
FARM_17e2a5,FARMER_1613,Bauchi,2.36,Sprinkler,Mixed Farming,False,Good,Good,Moderate,Rare,Far
FARM_b15e6a,FARMER_1614,Cross River,3.58,None,Livestock Farming,False,Poor,Good,Low,None,Close
FARM_d7b456,FARMER_1615,Benue,1.11,None,Mixed Farming,False,Fair,Good,High,None,Close
FARM_155bd2,FARMER_1616,Ebonyi,3.38,Drip,Livestock Farming,True,Fair,Poor,Moderate,Rare,Far
FARM_1f17b4,FARMER_1617,Ebonyi,2.13,Manual,Livestock Farming,True,Good,Good,High,Frequent,Close
FARM_6a4cb6,FARMER_1618,Benue,3.68,Sprinkler,Livestock Farming,False,Fair,Poor,Low,None,Far
FARM_a5c853,FARMER_1619,Kebbi,1.57,Manual,Mixed Farming,False,Good,Good,Low,Frequent,Far
FARM_363bf2,FARMER_1620,Cross River,3.94,Sprinkler,Crop Farming,False,Poor,Poor,Low,Rare,Close
FARM_6845a7,FARMER_1621,Ondo,3.58,Drip,Crop Farming,False,Fair,Poor,Low,None,Far
FARM_688448,FARMER_1622,Cross River,4.88,Drip,Livestock Farming,False,Good,Good,Moderate,Frequent,Close
FARM_7108ae,FARMER_1623,Ondo,4.64,None,Livestock Farming,False,Fair,Poor,Low,None,Far
FARM_7971aa,FARMER_1624,Ebonyi,2.13,Manual,Livestock Farming,False,Fair,Good,Moderate,None,Close
FARM_ae4e71,FARMER_1625,Kano,1.11,Drip,Livestock Farming,True,Poor,Good,Moderate,None,Far
FARM_c50841,FARMER_1626,Niger,3.62,Manual,Mixed Farming,False,Good,Poor,Moderate,Rare,Close
FARM_d2e6f2,FARMER_1627,Sokoto,3.41,Drip,Mixed Farming,False,Poor,Good,Low,Frequent,Close
FARM_336519,FARMER_1628,Katsina,1.11,Sprinkler,Livestock Farming,False,Poor,Poor,Low,None,Far
FARM_2ec562,FARMER_1629,Taraba,1.49,Sprinkler,Livestock Farming,False,Poor,Poor,High,Frequent,Close
FARM_63dbd9,FARMER_1630,Niger,3.34,None,Crop Farming,False,Good,Good,Low,Rare,Close
FARM_3893f7,FARMER_1631,Kano,4.65,Drip,Mixed Farming,True,Good,Poor,Low,None,Far
FARM_417122,FARMER_1632,Bauchi,4.63,None,Livestock Farming,True,Fair,Poor,Low,None,Far
FARM_8830d5,FARMER_1633,Bauchi,1.61,None,Livestock Farming,False,Good,Good,Moderate,None,Far
FARM_ce8634,FARMER_1634,Kaduna,2.54,Drip,Mixed Farming,False,Poor,Poor,High,Frequent,Close
FARM_6238d4,FARMER_1635,Taraba,1.17,Drip,Livestock Farming,False,Good,Poor,Low,Frequent,Close
FARM_c43e61,FARMER_1636,Niger,2.88,Sprinkler,Livestock Farming,False,Fair,Poor,High,None,Close
FARM_6e0d21,FARMER_1637,Taraba,4.01,None,Mixed Farming,True,Poor,Poor,Moderate,Frequent,Far
FARM_2731bb,FARMER_1638,Ondo,4.16,Sprinkler,Crop Farming,False,Fair,Good,High,Frequent,Close
FARM_8d6708,FARMER_1639,Katsina,3.0,Manual,Mixed Farming,False,Good,Good,High,None,Close
FARM_ce55ea,FARMER_1640,Zamfara,1.38,Manual,Crop Farming,False,Fair,Good,High,None,Close
FARM_97faf9,FARMER_1641,Kaduna,2.53,None,Livestock Farming,False,Fair,Good,High,None,Far
FARM_f74910,FARMER_1642,Kaduna,4.73,None,Mixed Farming,False,Good,Good,High,Rare,Far
FARM_560fcb,FARMER_1643,Ebonyi,1.92,Drip,Crop Farming,False,Fair,Good,Moderate,None,Close
FARM_688c95,FARMER_1644,Osun,2.28,Drip,Livestock Farming,False,Good,Poor,Low,None,Far
FARM_a425d0,FARMER_1645,Niger,3.99,None,Livestock Farming,True,Poor,Poor,High,None,Far
FARM_5eced2,FARMER_1646,Katsina,3.93,None,Livestock Farming,True,Fair,Poor,Moderate,None,Close
FARM_05bb35,FARMER_1647,Kebbi,4.65,Manual,Crop Farming,True,Poor,Poor,Moderate,None,Far
FARM_89db5c,FARMER_1648,Cross River,2.55,Sprinkler,Mixed Farming,True,Good,Poor,Low,None,Far
FARM_ee1b61,FARMER_1649,Oyo,3.06,Manual,Crop Farming,False,Good,Good,Moderate,None,Far
FARM_745894,FARMER_1650,Benue,2.87,Manual,Crop Farming,False,Fair,Good,Low,None,Close
FARM_f11888,FARMER_1651,Oyo,4.71,Sprinkler,Livestock Farming,True,Fair,Poor,High,Rare,Far
FARM_bd2cd2,FARMER_1652,Niger,4.08,None,Livestock Farming,True,Good,Good,Moderate,Frequent,Far
FARM_fc1c56,FARMER_1653,Ondo,4.33,None,Mixed Farming,False,Good,Good,Moderate,Rare,Close
FARM_335674,FARMER_1654,Niger,1.53,Manual,Livestock Farming,True,Poor,Good,Moderate,Rare,Close
FARM_c9aa92,FARMER_1655,Katsina,4.17,Manual,Crop Farming,True,Poor,Good,High,None,Close
FARM_5c1559,FARMER_1656,Oyo,2.73,Sprinkler,Livestock Farming,False,Fair,Good,Low,None,Close
FARM_ee0235,FARMER_1657,Sokoto,1.09,Drip,Crop Farming,True,Fair,Poor,Low,None,Close
FARM_c61baa,FARMER_1658,Cross River,1.24,Drip,Livestock Farming,True,Fair,Poor,Moderate,None,Far
FARM_323405,FARMER_1659,Zamfara,3.71,None,Crop Farming,True,Fair,Good,Moderate,Frequent,Close
FARM_920772,FARMER_1660,Kaduna,2.49,Drip,Crop Farming,False,Fair,Good,High,Frequent,Far
FARM_6cd3e1,FARMER_1661,Zamfara,4.47,None,Crop Farming,False,Fair,Good,High,Rare,Close
FARM_2a647f,FARMER_1662,Cross River,3.94,None,Mixed Farming,True,Fair,Poor,Low,Frequent,Far
FARM_1680f8,FARMER_1663,Kaduna,1.09,None,Crop Farming,False,Fair,Good,Moderate,Rare,Close
FARM_ae32f8,FARMER_1664,Benue,3.75,Sprinkler,Livestock Farming,True,Poor,Good,Moderate,None,Far
FARM_fa50df,FARMER_1665,Niger,1.77,Manual,Mixed Farming,False,Good,Good,Moderate,Rare,Close
FARM_2f10ea,FARMER_1666,Oyo,2.69,Drip,Livestock Farming,False,Good,Good,Moderate,Rare,Far
FARM_6b166b,FARMER_1667,Niger,3.5,Sprinkler,Mixed Farming,True,Fair,Poor,High,Frequent,Far
FARM_21401c,FARMER_1668,Katsina,4.49,Drip,Livestock Farming,False,Good,Poor,High,Rare,Close
FARM_492bc8,FARMER_1669,Niger,2.82,Sprinkler,Livestock Farming,False,Fair,Good,Low,None,Far
FARM_310ed4,FARMER_1670,Oyo,4.23,Drip,Crop Farming,False,Poor,Poor,Moderate,None,Far
FARM_7d95e6,FARMER_1671,Zamfara,4.13,Drip,Mixed Farming,False,Fair,Good,High,None,Close
FARM_b318dd,FARMER_1672,Oyo,2.66,Manual,Livestock Farming,False,Poor,Poor,Moderate,None,Far
FARM_71b00e,FARMER_1673,Kebbi,3.0,Drip,Mixed Farming,False,Poor,Good,Low,Frequent,Far
FARM_1b5f43,FARMER_1674,Cross River,3.8,Sprinkler,Crop Farming,False,Poor,Poor,Moderate,Rare,Close
FARM_5a861f,FARMER_1675,Osun,1.12,Drip,Mixed Farming,False,Fair,Good,High,Rare,Far
FARM_f2b93d,FARMER_1676,Kano,4.56,Manual,Livestock Farming,False,Poor,Good,High,Rare,Close
FARM_e0ec44,FARMER_1677,Plateau,4.08,Drip,Mixed Farming,False,Fair,Good,Low,Rare,Far
FARM_f5e744,FARMER_1678,Osun,2.0,Sprinkler,Livestock Farming,False,Poor,Good,Low,None,Far
FARM_fae5ed,FARMER_1679,Kaduna,4.92,Drip,Mixed Farming,False,Poor,Poor,Moderate,Frequent,Far
FARM_494851,FARMER_1680,Kano,1.72,Manual,Mixed Farming,True,Good,Poor,Moderate,Rare,Far
FARM_5f679e,FARMER_1681,Zamfara,4.66,Manual,Crop Farming,True,Fair,Poor,High,Rare,Close
FARM_05c0d7,FARMER_1682,Kaduna,2.3,Manual,Livestock Farming,False,Good,Poor,High,Frequent,Close
FARM_1ac43d,FARMER_1683,Katsina,4.05,Manual,Mixed Farming,False,Poor,Good,High,Rare,Far
FARM_c94b10,FARMER_1684,Taraba,2.83,None,Livestock Farming,False,Good,Poor,Low,Frequent,Far
FARM_7819b7,FARMER_1685,Plateau,3.95,Manual,Crop Farming,False,Poor,Poor,Low,Rare,Close
FARM_ed3850,FARMER_1686,Benue,1.62,Drip,Mixed Farming,False,Good,Poor,Low,Frequent,Close
FARM_758d4c,FARMER_1687,Kano,2.08,Drip,Livestock Farming,False,Good,Poor,Moderate,Rare,Close
FARM_dd38df,FARMER_1688,Benue,1.4,Drip,Livestock Farming,True,Fair,Good,Low,None,Far
FARM_e94a04,FARMER_1689,Osun,4.46,Drip,Livestock Farming,False,Fair,Good,Moderate,Rare,Far
FARM_8b2ab6,FARMER_1690,Zamfara,2.19,None,Livestock Farming,False,Good,Poor,Moderate,None,Far
FARM_903931,FARMER_1691,Benue,3.78,None,Crop Farming,False,Good,Poor,Moderate,Frequent,Close
FARM_af32c8,FARMER_1692,Benue,4.28,None,Mixed Farming,False,Fair,Good,Low,None,Far
FARM_9486fd,FARMER_1693,Benue,4.61,Drip,Livestock Farming,False,Poor,Good,High,Rare,Close
FARM_2f3ef8,FARMER_1694,Benue,1.43,Sprinkler,Livestock Farming,False,Poor,Poor,Low,None,Close
FARM_4edf4e,FARMER_1695,Oyo,4.57,Sprinkler,Mixed Farming,False,Poor,Poor,Low,None,Far
FARM_6c8973,FARMER_1696,Niger,1.79,Drip,Mixed Farming,True,Poor,Poor,Low,Rare,Close
FARM_76dc6e,FARMER_1697,Kano,3.95,Manual,Mixed Farming,True,Good,Poor,Moderate,Frequent,Far
FARM_2e9857,FARMER_1698,Kaduna,3.92,Manual,Mixed Farming,False,Poor,Good,High,None,Close
FARM_47d0b7,FARMER_1699,Cross River,1.03,Drip,Crop Farming,False,Good,Good,Low,Rare,Far
FARM_04162f,FARMER_1700,Kebbi,1.88,Manual,Crop Farming,False,Good,Good,Low,None,Far
FARM_8bdc56,FARMER_1701,Benue,2.97,Manual,Crop Farming,True,Poor,Good,Moderate,Frequent,Close
FARM_8fd1d7,FARMER_1702,Cross River,2.68,Sprinkler,Mixed Farming,False,Poor,Good,Low,Frequent,Close
FARM_9755ba,FARMER_1703,Osun,4.67,Drip,Crop Farming,False,Poor,Good,Low,Frequent,Far
FARM_3a4c16,FARMER_1704,Taraba,2.44,None,Livestock Farming,True,Fair,Poor,Moderate,None,Far
FARM_1f8f0d,FARMER_1705,Plateau,4.75,Sprinkler,Crop Farming,False,Good,Good,Low,Rare,Close
FARM_167ced,FARMER_1706,Kebbi,2.84,Drip,Livestock Farming,False,Poor,Poor,High,Frequent,Far
FARM_8ec507,FARMER_1707,Sokoto,4.86,Drip,Livestock Farming,False,Fair,Good,Moderate,Rare,Far
FARM_5cdc81,FARMER_1708,Bauchi,3.95,Sprinkler,Crop Farming,True,Good,Poor,High,Frequent,Close
FARM_2b6c17,FARMER_1709,Zamfara,4.32,Manual,Crop Farming,False,Good,Good,Low,None,Close
FARM_8f7317,FARMER_1710,Taraba,1.42,Manual,Mixed Farming,False,Good,Good,Moderate,None,Close
FARM_8f7dc7,FARMER_1711,Osun,3.34,Sprinkler,Crop Farming,False,Poor,Poor,Moderate,Frequent,Far
FARM_3838fe,FARMER_1712,Bauchi,1.57,Drip,Mixed Farming,False,Poor,Poor,Low,Rare,Far
FARM_6b67f8,FARMER_1713,Kano,2.19,None,Livestock Farming,False,Good,Poor,High,Rare,Close
FARM_97b13d,FARMER_1714,Ebonyi,3.49,Drip,Crop Farming,True,Good,Poor,Low,Frequent,Close
FARM_055d59,FARMER_1715,Oyo,3.9,None,Crop Farming,True,Fair,Good,Moderate,None,Close
FARM_23848d,FARMER_1716,Bauchi,1.16,None,Crop Farming,False,Fair,Good,Moderate,Rare,Far
FARM_43ec2c,FARMER_1717,Plateau,3.12,Drip,Livestock Farming,False,Good,Good,Moderate,Rare,Far
FARM_d2e649,FARMER_1718,Oyo,3.26,Drip,Livestock Farming,True,Fair,Good,Low,None,Far
FARM_2e9de6,FARMER_1719,Kebbi,1.32,Drip,Crop Farming,False,Good,Good,Low,Rare,Close
FARM_5211e8,FARMER_1720,Oyo,3.0,None,Crop Farming,False,Fair,Poor,Low,Frequent,Close
FARM_882d3e,FARMER_1721,Ebonyi,3.86,Manual,Crop Farming,False,Good,Good,High,None,Far
FARM_e09ad4,FARMER_1722,Katsina,1.21,None,Livestock Farming,True,Poor,Good,High,Frequent,Close
FARM_37bbc5,FARMER_1723,Niger,4.04,None,Crop Farming,False,Good,Poor,High,None,Close
FARM_40fecb,FARMER_1724,Oyo,3.31,None,Mixed Farming,True,Poor,Good,Moderate,Frequent,Close
FARM_41e7ca,FARMER_1725,Ondo,4.33,Sprinkler,Livestock Farming,True,Good,Poor,High,Frequent,Far
FARM_c5c17d,FARMER_1726,Taraba,1.87,Manual,Livestock Farming,True,Poor,Good,Moderate,Frequent,Close
FARM_32cbca,FARMER_1727,Kano,4.33,None,Mixed Farming,False,Fair,Good,High,Rare,Close
FARM_14b239,FARMER_1728,Osun,1.38,None,Crop Farming,False,Poor,Good,High,Rare,Close
FARM_f45412,FARMER_1729,Benue,2.62,Sprinkler,Mixed Farming,True,Fair,Poor,Moderate,Frequent,Close
FARM_6e7f95,FARMER_1730,Ebonyi,1.8,None,Crop Farming,True,Good,Poor,Low,Frequent,Far
FARM_f2ef90,FARMER_1731,Ebonyi,4.5,Manual,Livestock Farming,False,Fair,Poor,High,None,Far
FARM_098333,FARMER_1732,Benue,3.82,None,Mixed Farming,True,Fair,Good,Moderate,Rare,Far
FARM_d71d86,FARMER_1733,Bauchi,1.1,Manual,Crop Farming,False,Fair,Poor,Low,Frequent,Far
FARM_535434,FARMER_1734,Zamfara,1.04,Manual,Mixed Farming,False,Good,Good,Low,Rare,Close
FARM_a1cb8e,FARMER_1735,Sokoto,2.16,Drip,Crop Farming,False,Poor,Good,Low,None,Far
FARM_318931,FARMER_1736,Osun,1.57,Sprinkler,Livestock Farming,True,Fair,Poor,Moderate,Frequent,Close
FARM_b5fa98,FARMER_1737,Kaduna,3.52,Sprinkler,Crop Farming,False,Good,Poor,High,Rare,Close
FARM_1a2713,FARMER_1738,Kaduna,3.66,Sprinkler,Mixed Farming,True,Fair,Poor,High,None,Close
FARM_f28938,FARMER_1739,Kebbi,4.77,Drip,Livestock Farming,False,Poor,Good,High,Frequent,Close
FARM_c76325,FARMER_1740,Oyo,4.81,Drip,Livestock Farming,False,Fair,Poor,Low,Rare,Far
FARM_ba362b,FARMER_1741,Katsina,3.64,Manual,Mixed Farming,True,Fair,Good,High,None,Far
FARM_c37885,FARMER_1742,Kano,1.02,Sprinkler,Mixed Farming,True,Fair,Good,Moderate,None,Close
FARM_c5f23e,FARMER_1743,Plateau,2.44,Drip,Mixed Farming,False,Poor,Poor,High,Rare,Far
FARM_bb16fb,FARMER_1744,Oyo,3.05,Drip,Livestock Farming,True,Poor,Good,High,Frequent,Far
FARM_d93594,FARMER_1745,Plateau,3.0,Drip,Livestock Farming,False,Good,Poor,High,Rare,Close
FARM_cdc4a9,FARMER_1746,Kano,3.41,Manual,Crop Farming,False,Fair,Good,High,None,Far
FARM_797a63,FARMER_1747,Ondo,4.84,None,Crop Farming,True,Fair,Good,Moderate,None,Close
FARM_7f9f99,FARMER_1748,Plateau,4.54,Drip,Crop Farming,False,Fair,Good,High,Frequent,Close
FARM_e9b691,FARMER_1749,Kebbi,1.44,Drip,Mixed Farming,False,Fair,Poor,Low,Rare,Close
FARM_4cb0bb,FARMER_1750,Zamfara,2.06,Drip,Crop Farming,False,Poor,Good,High,Frequent,Far
FARM_b78d9a,FARMER_1751,Oyo,4.33,Sprinkler,Livestock Farming,False,Poor,Good,Low,Frequent,Close
FARM_4e4e3d,FARMER_1752,Kebbi,4.3,Sprinkler,Mixed Farming,False,Fair,Good,Low,None,Close
FARM_e4b93a,FARMER_1753,Bauchi,2.1,Drip,Mixed Farming,True,Fair,Poor,Low,Rare,Close
FARM_edfeca,FARMER_1754,Katsina,3.92,Manual,Livestock Farming,False,Fair,Good,Moderate,Rare,Far
FARM_0163ff,FARMER_1755,Plateau,3.69,None,Crop Farming,True,Fair,Good,Low,None,Close
FARM_eab2fb,FARMER_1756,Bauchi,2.89,Sprinkler,Crop Farming,False,Good,Poor,Low,None,Close
FARM_b495d7,FARMER_1757,Cross River,1.81,None,Livestock Farming,True,Good,Good,High,Rare,Close
FARM_b1d0ee,FARMER_1758,Cross River,4.55,Drip,Livestock Farming,False,Fair,Poor,Moderate,Frequent,Close
FARM_66b4b1,FARMER_1759,Plateau,3.71,Sprinkler,Mixed Farming,False,Fair,Poor,Moderate,Frequent,Far
FARM_627385,FARMER_1760,Zamfara,1.68,None,Mixed Farming,False,Fair,Poor,Moderate,Rare,Close
FARM_f4850e,FARMER_1761,Ebonyi,3.82,Drip,Livestock Farming,False,Good,Good,Low,Frequent,Far
FARM_1db986,FARMER_1762,Oyo,3.97,Sprinkler,Livestock Farming,False,Poor,Good,Low,Frequent,Close
FARM_911a59,FARMER_1763,Oyo,4.55,Drip,Livestock Farming,False,Good,Good,Low,None,Far
FARM_5de5f1,FARMER_1764,Niger,1.89,Sprinkler,Crop Farming,False,Good,Good,High,Frequent,Close
FARM_c0bb45,FARMER_1765,Bauchi,4.96,None,Livestock Farming,False,Fair,Good,Low,None,Far
FARM_23bfb6,FARMER_1766,Kebbi,1.61,None,Mixed Farming,True,Fair,Good,Moderate,Frequent,Far
FARM_f43af0,FARMER_1767,Kebbi,3.4,Sprinkler,Livestock Farming,False,Poor,Poor,High,Rare,Close
FARM_91f854,FARMER_1768,Cross River,3.63,Manual,Livestock Farming,False,Fair,Poor,High,None,Close
FARM_68d283,FARMER_1769,Ondo,2.68,Drip,Livestock Farming,False,Fair,Poor,Moderate,Rare,Close
FARM_77f383,FARMER_1770,Ebonyi,2.9,None,Crop Farming,False,Poor,Good,Low,None,Far
FARM_66bd16,FARMER_1771,Kebbi,4.56,Manual,Crop Farming,False,Fair,Poor,High,Frequent,Far
FARM_ec4899,FARMER_1772,Benue,3.58,Sprinkler,Crop Farming,False,Fair,Poor,Moderate,Rare,Far
FARM_86d423,FARMER_1773,Plateau,2.99,None,Crop Farming,True,Fair,Good,Low,None,Far
FARM_9a2948,FARMER_1774,Kaduna,1.51,None,Crop Farming,True,Good,Good,High,Rare,Close
FARM_53695a,FARMER_1775,Sokoto,1.03,Drip,Mixed Farming,True,Fair,Poor,High,Rare,Far
FARM_6d226d,FARMER_1776,Cross River,1.5,Manual,Livestock Farming,False,Good,Poor,High,Frequent,Close
FARM_dd9dca,FARMER_1777,Kebbi,4.82,Drip,Mixed Farming,True,Fair,Good,High,None,Far
FARM_ce0adc,FARMER_1778,Zamfara,4.06,Sprinkler,Crop Farming,False,Fair,Poor,High,Frequent,Close
FARM_8c4e4f,FARMER_1779,Kaduna,4.87,None,Livestock Farming,True,Good,Poor,Low,Rare,Far
FARM_0aadf3,FARMER_1780,Katsina,1.14,Manual,Mixed Farming,True,Good,Good,Moderate,None,Far
FARM_da5fca,FARMER_1781,Kebbi,3.72,Drip,Livestock Farming,False,Fair,Poor,High,Rare,Close
FARM_1f023f,FARMER_1782,Katsina,1.18,Manual,Mixed Farming,False,Poor,Good,Moderate,Rare,Far
FARM_6ee26a,FARMER_1783,Bauchi,4.13,Sprinkler,Livestock Farming,True,Fair,Good,Moderate,None,Far
FARM_a0ad65,FARMER_1784,Katsina,2.52,None,Mixed Farming,False,Good,Poor,Moderate,Rare,Far
FARM_7f510b,FARMER_1785,Sokoto,1.38,Manual,Mixed Farming,True,Fair,Poor,Low,None,Close
FARM_ad8bde,FARMER_1786,Ondo,3.27,Sprinkler,Mixed Farming,False,Fair,Good,Moderate,None,Far
FARM_aa4e47,FARMER_1787,Kebbi,2.12,Sprinkler,Mixed Farming,True,Good,Good,Moderate,None,Close
FARM_948b29,FARMER_1788,Taraba,3.64,None,Livestock Farming,False,Poor,Poor,Moderate,Rare,Far
FARM_98f166,FARMER_1789,Taraba,3.63,Drip,Livestock Farming,True,Poor,Good,High,Frequent,Far
