Finance_ID,Farmer_ID,Loan_Purpose,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Approval_Status,Repayment_Status,Credit Bureau Default_History,Source_of_Funding
LOAN_97c36c,FARMER_1578,Irrigation,56758,9.05,6,Approved,Fully Paid,False,NGO
LOAN_b48c34,FARMER_1579,Labor,204923,13.18,12,Approved,Fully Paid,False,Microfinance
LOAN_31646a,FARMER_1580,Fertilizer,434053,21.15,12,Approved,Partially Paid,False,Government
LOAN_571d8c,FARMER_1581,Fertilizer,245745,17.07,24,Approved,Fully Paid,False,NGO
LOAN_bf8797,FARMER_1582,Fertilizer,114960,24.89,18,Approved,Partially Paid,False,Government
LOAN_3ad2e5,FARMER_1583,Fertilizer,127541,6.39,24,Approved,Partially Paid,False,Microfinance
LOAN_bf6651,FARMER_1584,Land Expansion,356008,9.89,18,Approved,Fully Paid,True,Bank
LOAN_39cf73,FARMER_1585,Land Expansion,347170,8.98,18,Approved,Partially Paid,True,NGO
LOAN_d46a26,FARMER_1586,Fertilizer,143976,24.53,6,Rejected,,False,Government
LOAN_605fd5,FARMER_1587,Irrigation,279445,22.39,24,Approved,Fully Paid,True,Bank
LOAN_118d2c,FARMER_1588,Equipment,125052,7.66,18,Approved,Partially Paid,False,Government
LOAN_17dffc,FARMER_1589,Equipment,290707,12.08,6,Approved,Fully Paid,False,Microfinance
LOAN_5fee6e,FARMER_1590,Land Expansion,437353,6.05,18,Approved,Partially Paid,False,Bank
LOAN_829ddf,FARMER_1591,Irrigation,292841,17.65,24,Rejected,,True,NGO
LOAN_2112ba,FARMER_1592,Irrigation,474397,11.62,18,Approved,Fully Paid,False,NGO
LOAN_9d1a6b,FARMER_1593,Labor,221965,10.15,12,Approved,Fully Paid,False,Bank
LOAN_24b44d,FARMER_1594,Land Expansion,286767,15.46,24,Approved,Partially Paid,True,Government
LOAN_cfb3ed,FARMER_1595,Irrigation,181439,20.91,12,Rejected,,False,Bank
LOAN_78b9a8,FARMER_1596,Irrigation,428715,13.08,6,Rejected,,False,Microfinance
LOAN_e79106,FARMER_1597,Equipment,481292,20.15,18,Approved,Defaulted,False,NGO
LOAN_95536d,FARMER_1598,Irrigation,466129,13.92,24,Rejected,,False,Bank
LOAN_c848f3,FARMER_1599,Irrigation,218916,9.29,6,Approved,Fully Paid,False,NGO
LOAN_9b3ab8,FARMER_1600,Fertilizer,404029,13.92,12,Rejected,,False,Bank
LOAN_1da75e,FARMER_1601,Equipment,335453,15.76,12,Approved,Partially Paid,False,Government
LOAN_b85834,FARMER_1602,Equipment,499188,14.23,12,Approved,Fully Paid,False,NGO
LOAN_148733,FARMER_1603,Fertilizer,430545,10.49,12,Rejected,,False,Bank
LOAN_fafb84,FARMER_1604,Equipment,372052,8.7,6,Approved,Defaulted,True,Bank
LOAN_f3fd89,FARMER_1605,Labor,176821,23.94,18,Rejected,,True,Microfinance
LOAN_981ad9,FARMER_1606,Labor,380881,10.95,6,Approved,Partially Paid,False,NGO
LOAN_62bfdd,FARMER_1607,Land Expansion,395984,19.11,18,Approved,Fully Paid,True,Bank
LOAN_c8fef3,FARMER_1608,Equipment,271871,11.81,24,Approved,Fully Paid,False,Microfinance
LOAN_d64402,FARMER_1609,Equipment,323429,24.39,12,Approved,Fully Paid,False,Bank
LOAN_eefe9c,FARMER_1610,Labor,125816,24.77,6,Rejected,,False,NGO
LOAN_3f880b,FARMER_1611,Land Expansion,99304,21.5,24,Approved,Fully Paid,False,Bank
LOAN_5bc9d6,FARMER_1612,Land Expansion,497021,16.63,18,Approved,Partially Paid,False,NGO
LOAN_35b182,FARMER_1613,Labor,73901,15.84,24,Approved,Defaulted,False,NGO
LOAN_5dd0bd,FARMER_1614,Labor,401240,11.58,24,Rejected,,False,Microfinance
LOAN_bf0ccf,FARMER_1615,Fertilizer,324364,7.44,18,Rejected,,False,Bank
LOAN_336f10,FARMER_1616,Land Expansion,358836,6.58,24,Approved,Defaulted,True,NGO
LOAN_a84307,FARMER_1617,Land Expansion,190334,14.31,12,Approved,Partially Paid,False,Bank
LOAN_877ed6,FARMER_1618,Fertilizer,89241,24.58,18,Approved,Fully Paid,False,Government
LOAN_fcdbbf,FARMER_1619,Labor,381470,9.94,18,Approved,Fully Paid,True,Government
LOAN_03c9f1,FARMER_1620,Fertilizer,286272,13.22,6,Approved,Partially Paid,False,Bank
LOAN_94cdd9,FARMER_1621,Fertilizer,349010,17.83,24,Rejected,,True,Microfinance
LOAN_1074c4,FARMER_1622,Irrigation,205032,12.02,12,Approved,Fully Paid,False,Government
LOAN_ed960f,FARMER_1623,Land Expansion,477043,5.07,12,Approved,Partially Paid,False,NGO
LOAN_039a5d,FARMER_1624,Labor,495226,12.92,18,Approved,Fully Paid,True,Bank
LOAN_83c099,FARMER_1625,Irrigation,357195,21.09,24,Rejected,,True,NGO
LOAN_f2fd89,FARMER_1626,Irrigation,193085,23.88,18,Approved,Partially Paid,False,NGO
LOAN_7713bb,FARMER_1627,Irrigation,270593,10.5,12,Approved,Fully Paid,False,Government
LOAN_ef971c,FARMER_1628,Labor,301710,23.43,12,Approved,Fully Paid,False,NGO
LOAN_d072ad,FARMER_1629,Fertilizer,59633,22.34,12,Rejected,,False,Bank
LOAN_d8c9a2,FARMER_1630,Labor,412714,13.13,18,Approved,Partially Paid,True,Microfinance
LOAN_dab7b7,FARMER_1631,Land Expansion,461848,5.09,24,Approved,Defaulted,True,Government
LOAN_9a0494,FARMER_1632,Land Expansion,365785,21.9,24,Approved,Defaulted,False,Government
LOAN_042440,FARMER_1633,Fertilizer,221546,10.74,18,Approved,Defaulted,False,Bank
LOAN_7e5318,FARMER_1634,Labor,157096,20.12,12,Approved,Fully Paid,False,Microfinance
LOAN_049566,FARMER_1635,Fertilizer,310364,16.43,24,Rejected,,True,Microfinance
LOAN_20d518,FARMER_1636,Fertilizer,90754,9.43,12,Approved,Partially Paid,True,NGO
LOAN_eb9e54,FARMER_1637,Labor,378515,17.96,18,Rejected,,True,Microfinance
LOAN_aace70,FARMER_1638,Land Expansion,244683,20.3,24,Approved,Fully Paid,False,Bank
LOAN_2d19b8,FARMER_1639,Labor,287967,14.49,24,Approved,Defaulted,False,Microfinance
LOAN_823296,FARMER_1640,Land Expansion,388200,19.96,18,Approved,Partially Paid,True,Microfinance
LOAN_2d01ce,FARMER_1641,Equipment,247615,13.1,18,Approved,Defaulted,True,NGO
LOAN_f33179,FARMER_1642,Equipment,452174,24.61,24,Approved,Partially Paid,False,NGO
LOAN_8c9da3,FARMER_1643,Equipment,410880,9.8,6,Approved,Fully Paid,False,Bank
LOAN_e22dce,FARMER_1644,Irrigation,337119,20.56,12,Approved,Fully Paid,True,Microfinance
LOAN_f59eb2,FARMER_1645,Land Expansion,442038,19.99,6,Approved,Partially Paid,True,Microfinance
LOAN_5d0f12,FARMER_1646,Land Expansion,153425,15.59,24,Approved,Partially Paid,False,Government
LOAN_8089bb,FARMER_1647,Labor,83096,12.01,6,Approved,Partially Paid,False,Microfinance
LOAN_8f779f,FARMER_1648,Land Expansion,398794,13.92,18,Rejected,,False,Government
LOAN_b10039,FARMER_1649,Labor,338491,17.59,12,Rejected,,False,NGO
LOAN_ae53bf,FARMER_1650,Irrigation,97486,15.61,18,Approved,Partially Paid,False,NGO
LOAN_3e9273,FARMER_1651,Labor,117148,20.23,18,Rejected,,True,NGO
LOAN_29e89e,FARMER_1652,Equipment,406429,12.21,18,Approved,Fully Paid,False,Government
LOAN_d0437f,FARMER_1653,Labor,472219,7.14,18,Rejected,,False,Government
LOAN_852c7b,FARMER_1654,Labor,343026,15.11,12,Rejected,,False,Government
LOAN_338ee2,FARMER_1655,Labor,234469,10.18,24,Rejected,,False,Microfinance
LOAN_5b48c3,FARMER_1656,Land Expansion,52004,17.33,24,Approved,Partially Paid,False,NGO
LOAN_65a561,FARMER_1657,Fertilizer,155073,15.41,12,Approved,Partially Paid,False,Government
LOAN_16ab05,FARMER_1658,Fertilizer,203080,20.57,18,Rejected,,False,NGO
LOAN_13b632,FARMER_1659,Fertilizer,236943,16.5,6,Approved,Fully Paid,False,Government
LOAN_0bb8cd,FARMER_1660,Land Expansion,397074,13.62,24,Rejected,,False,Government
LOAN_1ee7d1,FARMER_1661,Equipment,250853,7.4,18,Rejected,,False,NGO
LOAN_c4f7d0,FARMER_1662,Fertilizer,321944,7.4,6,Rejected,,False,Microfinance
LOAN_3e1de7,FARMER_1663,Fertilizer,364414,17.81,6,Approved,Fully Paid,False,Bank
LOAN_de4eb6,FARMER_1664,Irrigation,230007,22.62,18,Approved,Fully Paid,False,Government
LOAN_f20563,FARMER_1665,Irrigation,148665,13.3,12,Approved,Partially Paid,True,NGO
LOAN_05fbeb,FARMER_1666,Equipment,281797,15.62,18,Rejected,,True,NGO
LOAN_da1df8,FARMER_1667,Labor,97874,16.82,12,Approved,Partially Paid,False,Government
LOAN_4db4be,FARMER_1668,Labor,349102,14.55,6,Approved,Partially Paid,True,NGO
LOAN_7b511f,FARMER_1669,Irrigation,483252,6.19,24,Approved,Partially Paid,False,Bank
LOAN_39e7d5,FARMER_1670,Irrigation,348373,16.78,12,Approved,Fully Paid,False,Microfinance
LOAN_e3778b,FARMER_1671,Equipment,266973,7.74,12,Approved,Fully Paid,False,Government
LOAN_8bb12b,FARMER_1672,Equipment,260514,16.12,12,Approved,Partially Paid,False,NGO
LOAN_ace834,FARMER_1673,Land Expansion,65289,20.51,24,Approved,Fully Paid,False,NGO
LOAN_d2154e,FARMER_1674,Labor,322465,5.11,18,Approved,Partially Paid,False,NGO
LOAN_d19445,FARMER_1675,Land Expansion,410441,13.61,6,Approved,Fully Paid,False,Microfinance
LOAN_ad6cbd,FARMER_1676,Fertilizer,202184,19.91,6,Rejected,,False,NGO
LOAN_1ad6b9,FARMER_1677,Equipment,322796,15.57,12,Rejected,,False,Government
LOAN_c8cce2,FARMER_1678,Labor,461650,9.71,6,Approved,Partially Paid,True,Microfinance
LOAN_e7e6ca,FARMER_1679,Labor,308060,18.95,12,Approved,Partially Paid,False,Microfinance
LOAN_34c5c3,FARMER_1680,Land Expansion,136179,20.67,24,Rejected,,False,Government
LOAN_ece216,FARMER_1681,Irrigation,316856,12.25,12,Approved,Fully Paid,False,NGO
LOAN_df9910,FARMER_1682,Irrigation,59560,10.95,24,Approved,Fully Paid,True,Government
LOAN_e33217,FARMER_1683,Equipment,156331,15.9,12,Approved,Fully Paid,False,Microfinance
LOAN_88c4ca,FARMER_1684,Irrigation,103413,12.31,12,Approved,Fully Paid,False,NGO
LOAN_9ec102,FARMER_1685,Fertilizer,389018,21.72,24,Approved,Fully Paid,False,Government
LOAN_ad6bcc,FARMER_1686,Labor,400267,20.58,18,Rejected,,False,Bank
LOAN_d38202,FARMER_1687,Irrigation,105016,11.24,24,Approved,Partially Paid,False,Microfinance
LOAN_9f120f,FARMER_1688,Equipment,72909,14.14,12,Approved,Fully Paid,True,NGO
LOAN_c9c139,FARMER_1689,Fertilizer,343960,22.79,6,Approved,Defaulted,False,Bank
LOAN_9149a9,FARMER_1690,Land Expansion,261733,7.95,18,Approved,Fully Paid,False,Government
LOAN_66e750,FARMER_1691,Land Expansion,402916,20.08,6,Approved,Fully Paid,False,NGO
LOAN_5738d3,FARMER_1692,Fertilizer,464842,11.34,18,Approved,Fully Paid,True,NGO
LOAN_5e9f2f,FARMER_1693,Equipment,70946,7.39,12,Rejected,,False,Bank
LOAN_40995a,FARMER_1694,Land Expansion,450672,7.34,18,Rejected,,False,Bank
LOAN_b8242c,FARMER_1695,Labor,370003,10.53,6,Approved,Fully Paid,False,Microfinance
LOAN_de83ea,FARMER_1696,Labor,376112,15.96,24,Approved,Defaulted,False,Bank
LOAN_5bde0a,FARMER_1697,Equipment,187452,23.16,18,Approved,Fully Paid,False,NGO
LOAN_e70c89,FARMER_1698,Equipment,402427,11.06,18,Approved,Partially Paid,True,NGO
LOAN_cd84fb,FARMER_1699,Labor,96464,8.98,12,Approved,Fully Paid,False,Government
LOAN_885a5d,FARMER_1700,Equipment,411917,14.57,12,Approved,Fully Paid,False,Microfinance
LOAN_591cae,FARMER_1701,Fertilizer,477157,8.13,18,Approved,Partially Paid,True,Government
LOAN_56c5c1,FARMER_1702,Equipment,195119,10.43,12,Rejected,,False,NGO
LOAN_446b9c,FARMER_1703,Labor,349578,24.73,12,Rejected,,False,Government
LOAN_94acf2,FARMER_1704,Irrigation,153204,16.16,24,Approved,Defaulted,False,Bank
LOAN_18aa0d,FARMER_1705,Equipment,247782,20.68,18,Rejected,,False,Government
LOAN_ab5ca9,FARMER_1706,Land Expansion,266736,9.24,6,Approved,Defaulted,True,NGO
LOAN_b2a16f,FARMER_1707,Fertilizer,250816,15.4,24,Approved,Defaulted,False,Bank
LOAN_910a04,FARMER_1708,Fertilizer,358455,15.21,12,Approved,Partially Paid,False,NGO
LOAN_6b2546,FARMER_1709,Fertilizer,256741,21.25,24,Approved,Partially Paid,True,Microfinance
LOAN_e1bef0,FARMER_1710,Land Expansion,417079,5.43,18,Approved,Defaulted,False,Microfinance
LOAN_4dfe66,FARMER_1711,Land Expansion,352013,22.21,18,Rejected,,False,Bank
LOAN_6630b4,FARMER_1712,Fertilizer,403653,6.59,18,Rejected,,False,Microfinance
LOAN_5659e7,FARMER_1713,Fertilizer,452105,23.33,6,Approved,Fully Paid,False,Microfinance
LOAN_7e41d5,FARMER_1714,Fertilizer,182846,7.86,6,Approved,Defaulted,False,Microfinance
LOAN_1146d8,FARMER_1715,Equipment,71750,15.64,6,Rejected,,True,Microfinance
LOAN_510074,FARMER_1716,Land Expansion,192475,6.99,12,Rejected,,False,NGO
LOAN_0fb329,FARMER_1717,Labor,277951,13.94,18,Approved,Fully Paid,True,Bank
LOAN_c285ff,FARMER_1718,Equipment,480047,10.99,18,Rejected,,True,Bank
LOAN_5c9dde,FARMER_1719,Labor,273938,13.4,6,Approved,Fully Paid,False,NGO
LOAN_d71353,FARMER_1720,Equipment,369419,15.9,24,Approved,Fully Paid,False,Government
LOAN_ddc7bf,FARMER_1721,Equipment,78910,14.19,24,Rejected,,True,Government
LOAN_00645f,FARMER_1722,Labor,438077,5.46,12,Approved,Partially Paid,False,Microfinance
LOAN_493cb8,FARMER_1723,Fertilizer,234832,22.27,24,Approved,Partially Paid,True,Bank
LOAN_fcf6df,FARMER_1724,Labor,249288,6.9,12,Approved,Fully Paid,False,Bank
LOAN_8f422c,FARMER_1725,Irrigation,138664,24.61,24,Approved,Partially Paid,False,Bank
LOAN_2df946,FARMER_1726,Land Expansion,315747,22.03,24,Approved,Partially Paid,True,Government
LOAN_d06a04,FARMER_1727,Irrigation,200800,16.23,24,Approved,Partially Paid,False,Microfinance
LOAN_abe4d9,FARMER_1728,Equipment,260096,9.9,18,Approved,Fully Paid,True,Bank
LOAN_6ec9d8,FARMER_1729,Labor,141541,6.72,6,Approved,Partially Paid,False,Government
LOAN_0c50e9,FARMER_1730,Fertilizer,175041,18.44,18,Approved,Partially Paid,False,NGO
LOAN_e449a5,FARMER_1731,Fertilizer,79600,9.03,6,Approved,Fully Paid,False,Bank
LOAN_1c4688,FARMER_1732,Irrigation,383593,19.66,24,Approved,Partially Paid,False,NGO
LOAN_d5e091,FARMER_1733,Irrigation,353130,21.65,6,Approved,Fully Paid,False,Bank
LOAN_f55bd1,FARMER_1734,Equipment,332299,24.78,18,Approved,Partially Paid,False,Government
LOAN_38d7cf,FARMER_1735,Land Expansion,174321,15.08,6,Approved,Fully Paid,False,Government
LOAN_eb412a,FARMER_1736,Equipment,351654,24.49,6,Approved,Defaulted,False,Bank
LOAN_af58fa,FARMER_1737,Fertilizer,275871,7.99,6,Rejected,,False,Microfinance
LOAN_9c6c67,FARMER_1738,Labor,358685,21.72,24,Approved,Fully Paid,False,Microfinance
LOAN_7ce0bb,FARMER_1739,Irrigation,240643,12.2,6,Rejected,,True,Government
LOAN_fefb71,FARMER_1740,Fertilizer,288134,12.3,24,Approved,Fully Paid,False,NGO
LOAN_de83d2,FARMER_1741,Equipment,379203,10.37,24,Approved,Partially Paid,False,NGO
LOAN_e948c1,FARMER_1742,Land Expansion,183436,8.47,12,Approved,Partially Paid,False,Bank
LOAN_3b4cc3,FARMER_1743,Labor,368897,13.84,6,Approved,Partially Paid,False,NGO
LOAN_d8fabf,FARMER_1744,Land Expansion,415800,24.75,24,Approved,Partially Paid,True,NGO
LOAN_d70c0c,FARMER_1745,Equipment,382734,11.6,6,Approved,Fully Paid,False,NGO
LOAN_430ed3,FARMER_1746,Equipment,410383,14.22,6,Rejected,,False,Government
LOAN_4979de,FARMER_1747,Fertilizer,119501,9.57,18,Approved,Defaulted,True,Bank
LOAN_502620,FARMER_1748,Labor,250300,11.74,12,Rejected,,False,Bank
LOAN_542ea2,FARMER_1749,Equipment,87849,6.1,6,Approved,Partially Paid,False,Bank
LOAN_53d258,FARMER_1750,Fertilizer,51773,24.12,6,Rejected,,False,Government
LOAN_fc0d44,FARMER_1751,Equipment,495305,15.2,24,Rejected,,False,Government
LOAN_81ca8f,FARMER_1752,Fertilizer,168578,19.66,24,Approved,Partially Paid,False,Government
LOAN_549484,FARMER_1753,Land Expansion,204992,15.27,18,Approved,Defaulted,False,Government
LOAN_585af9,FARMER_1754,Fertilizer,377322,20.4,12,Approved,Partially Paid,False,Microfinance
LOAN_d6c0e0,FARMER_1755,Land Expansion,303095,15.68,12,Approved,Partially Paid,False,NGO
LOAN_205b6d,FARMER_1756,Irrigation,280467,19.03,12,Rejected,,True,Bank
LOAN_9e3421,FARMER_1757,Equipment,130648,18.7,6,Approved,Defaulted,False,Government
LOAN_c86a46,FARMER_1758,Irrigation,336647,15.67,12,Rejected,,True,Bank
LOAN_6503c7,FARMER_1759,Labor,187178,9.61,18,Approved,Partially Paid,False,Microfinance
LOAN_cbf136,FARMER_1760,Irrigation,370234,9.24,18,Approved,Fully Paid,False,Government
LOAN_0c4f44,FARMER_1761,Fertilizer,190838,22.49,6,Approved,Fully Paid,True,Microfinance
LOAN_93dda7,FARMER_1762,Fertilizer,260574,7.41,6,Approved,Partially Paid,True,Government
LOAN_a2ea7d,FARMER_1763,Labor,414888,16.18,6,Approved,Partially Paid,False,Bank
LOAN_f3d979,FARMER_1764,Labor,102753,15.05,24,Approved,Defaulted,True,NGO
LOAN_065d9b,FARMER_1765,Equipment,207747,20.97,6,Rejected,,False,Microfinance
LOAN_b4c8e6,FARMER_1766,Fertilizer,86284,7.71,18,Approved,Fully Paid,False,NGO
LOAN_774587,FARMER_1767,Labor,455213,18.75,6,Approved,Fully Paid,False,Microfinance
LOAN_854a8c,FARMER_1768,Irrigation,364148,17.12,24,Approved,Fully Paid,False,Government
LOAN_08e849,FARMER_1769,Fertilizer,394655,19.02,6,Approved,Fully Paid,False,NGO
LOAN_0417fa,FARMER_1770,Labor,247300,17.42,24,Approved,Fully Paid,False,Bank
LOAN_843f56,FARMER_1771,Equipment,493531,16.25,24,Approved,Fully Paid,False,Bank
LOAN_2e1889,FARMER_1772,Land Expansion,193056,23.53,24,Approved,Fully Paid,False,NGO
LOAN_2dd4f5,FARMER_1773,Fertilizer,74984,11.97,6,Approved,Fully Paid,True,Bank
LOAN_770681,FARMER_1774,Fertilizer,399464,8.69,6,Approved,Partially Paid,False,Bank
LOAN_46f0a8,FARMER_1775,Fertilizer,386276,20.91,18,Approved,Fully Paid,True,Government
LOAN_e5c710,FARMER_1776,Fertilizer,179145,7.59,12,Approved,Defaulted,True,NGO
LOAN_c53453,FARMER_1777,Land Expansion,137895,18.59,6,Rejected,,False,NGO
LOAN_f74607,FARMER_1778,Land Expansion,267734,15.99,18,Approved,Fully Paid,False,Microfinance
LOAN_b46424,FARMER_1779,Equipment,428315,5.03,12,Approved,Fully Paid,False,Government
LOAN_5c865c,FARMER_1780,Fertilizer,114176,9.8,18,Approved,Defaulted,False,Bank
LOAN_c87328,FARMER_1781,Labor,497526,14.92,12,Approved,Partially Paid,False,Microfinance
LOAN_df5b0b,FARMER_1782,Irrigation,453530,11.59,18,Approved,Fully Paid,False,NGO
LOAN_6470a4,FARMER_1783,Fertilizer,140976,13.54,6,Approved,Fully Paid,False,Microfinance
LOAN_d6e269,FARMER_1784,Land Expansion,379264,17.03,12,Rejected,,False,NGO
LOAN_f1bfe3,FARMER_1785,Equipment,385093,19.62,24,Approved,Fully Paid,True,Bank
LOAN_fc67f6,FARMER_1786,Fertilizer,329270,8.02,18,Approved,Partially Paid,True,Government
LOAN_bc4275,FARMER_1787,Equipment,455246,10.66,6,Rejected,,True,Government
LOAN_137edc,FARMER_1788,Labor,439775,17.73,6,Approved,Fully Paid,False,Bank
LOAN_89fe20,FARMER_1789,Labor,190127,16.77,12,Rejected,,False,Microfinance
LOAN_60a84a,FARMER_1790,Labor,70366,19.74,18,Rejected,,False,Microfinance
LOAN_e68b13,FARMER_1791,Labor,398110,17.81,6,Approved,Defaulted,False,Government
LOAN_dd846f,FARMER_1792,Irrigation,80214,11.6,24,Approved,Defaulted,False,Microfinance
LOAN_a95c84,FARMER_1793,Equipment,348596,14.98,18,Rejected,,True,Bank
LOAN_84c266,FARMER_1794,Fertilizer,357495,22.69,6,Approved,Defaulted,True,NGO
LOAN_c26066,FARMER_1795,Irrigation,180885,8.72,6,Approved,Fully Paid,False,Microfinance
LOAN_b37d95,FARMER_1796,Fertilizer,407603,12.53,24,Rejected,,False,Government
LOAN_ab485f,FARMER_1797,Land Expansion,420790,21.83,6,Approved,Defaulted,False,Government
LOAN_9e9c1d,FARMER_1798,Irrigation,118373,12.28,12,Approved,Fully Paid,False,Bank
LOAN_102682,FARMER_1799,Irrigation,446644,13.24,18,Approved,Defaulted,True,Government
LOAN_45ed0d,FARMER_1800,Land Expansion,401108,11.38,12,Approved,Fully Paid,False,Bank
LOAN_e9e8f0,FARMER_1801,Irrigation,183265,22.99,12,Rejected,,False,Microfinance
LOAN_c5b8b4,FARMER_1802,Equipment,69722,18.27,24,Approved,Partially Paid,False,Microfinance
LOAN_f60c6b,FARMER_1803,Labor,445382,9.18,12,Rejected,,False,Microfinance
LOAN_bfd3c1,FARMER_1804,Fertilizer,100678,19.99,12,Approved,Defaulted,True,Bank
LOAN_943a1c,FARMER_1805,Land Expansion,238679,5.77,12,Approved,Partially Paid,False,Government
LOAN_853612,FARMER_1806,Labor,485475,12.93,6,Approved,Fully Paid,False,Bank
LOAN_fb0f52,FARMER_1807,Irrigation,279066,23.2,24,Approved,Fully Paid,True,Microfinance
LOAN_7cd9e5,FARMER_1808,Equipment,262026,18.8,6,Approved,Fully Paid,False,Microfinance
LOAN_3c9c42,FARMER_1809,Irrigation,463018,20.86,6,Approved,Fully Paid,False,Microfinance
LOAN_fd93f1,FARMER_1810,Land Expansion,110380,23.63,12,Approved,Fully Paid,False,Microfinance
LOAN_a078c0,FARMER_1811,Irrigation,69096,20.49,6,Rejected,,False,Microfinance
LOAN_122b1c,FARMER_1812,Equipment,310281,6.77,6,Approved,Fully Paid,False,Bank
LOAN_8ec173,FARMER_1813,Irrigation,114626,9.61,6,Approved,Partially Paid,True,Microfinance
LOAN_8d3409,FARMER_1814,Irrigation,231010,15.0,12,Rejected,,False,Bank
LOAN_e8f0f2,FARMER_1815,Irrigation,415436,5.28,18,Rejected,,False,Bank
LOAN_1efd08,FARMER_1816,Irrigation,291537,17.49,18,Rejected,,False,Microfinance
LOAN_516748,FARMER_1817,Equipment,224441,18.14,6,Approved,Fully Paid,False,Microfinance
LOAN_8021c4,FARMER_1818,Fertilizer,356150,18.93,12,Approved,Fully Paid,False,NGO
LOAN_9c5b93,FARMER_1819,Labor,361531,16.11,24,Approved,Partially Paid,True,Microfinance
LOAN_9c9755,FARMER_1820,Land Expansion,293129,14.05,18,Approved,Fully Paid,False,Bank
LOAN_ff855f,FARMER_1821,Fertilizer,194961,22.11,6,Approved,Partially Paid,False,Government
LOAN_1aafc6,FARMER_1822,Equipment,430166,20.35,12,Approved,Fully Paid,False,Bank
LOAN_93a116,FARMER_1823,Land Expansion,198530,17.25,18,Approved,Defaulted,False,Microfinance
LOAN_72abce,FARMER_1824,Land Expansion,160942,5.92,18,Rejected,,False,Bank
LOAN_26883b,FARMER_1825,Irrigation,390384,18.88,12,Approved,Defaulted,False,Government
LOAN_e405ad,FARMER_1826,Labor,257690,16.16,18,Approved,Partially Paid,False,Government
LOAN_ca532a,FARMER_1827,Labor,476727,18.87,6,Rejected,,False,Government
LOAN_9a4281,FARMER_1828,Equipment,275127,11.23,6,Rejected,,False,Bank
LOAN_fcfadb,FARMER_1829,Fertilizer,395069,20.54,12,Approved,Partially Paid,True,Government
LOAN_d661df,FARMER_1830,Irrigation,58204,13.36,12,Approved,Partially Paid,False,Government
LOAN_ce9b8e,FARMER_1831,Labor,237248,22.89,24,Approved,Partially Paid,False,Bank
LOAN_7cda17,FARMER_1832,Irrigation,398965,7.08,24,Approved,Fully Paid,True,Microfinance
LOAN_774f73,FARMER_1833,Fertilizer,217443,14.69,6,Approved,Fully Paid,False,Government
LOAN_d44985,FARMER_1834,Land Expansion,347172,9.11,12,Rejected,,True,NGO
LOAN_c9098e,FARMER_1835,Fertilizer,177245,14.07,24,Approved,Fully Paid,True,NGO
LOAN_0a076c,FARMER_1836,Land Expansion,370471,12.08,24,Rejected,,True,Bank
LOAN_f0ecca,FARMER_1837,Fertilizer,278391,21.07,18,Approved,Fully Paid,False,Government
LOAN_1a9161,FARMER_1838,Irrigation,319958,8.34,18,Approved,Partially Paid,False,Bank
LOAN_893ff2,FARMER_1839,Fertilizer,341589,16.97,24,Rejected,,False,Microfinance
LOAN_d70d49,FARMER_1840,Labor,371447,13.13,18,Approved,Fully Paid,False,Bank
LOAN_06bb54,FARMER_1841,Labor,388100,15.36,24,Approved,Partially Paid,False,Bank
LOAN_3f3afa,FARMER_1842,Equipment,387634,19.29,18,Approved,Partially Paid,False,NGO
LOAN_0f2d48,FARMER_1843,Labor,493656,12.14,12,Approved,Fully Paid,False,Government
LOAN_2a9f5d,FARMER_1844,Labor,386888,12.34,18,Approved,Defaulted,False,Bank
LOAN_759af2,FARMER_1845,Land Expansion,396217,6.54,12,Approved,Partially Paid,False,NGO
LOAN_ee63c3,FARMER_1846,Irrigation,65168,16.04,6,Approved,Partially Paid,False,Microfinance
LOAN_1abce7,FARMER_1847,Irrigation,152886,13.34,18,Approved,Fully Paid,False,Bank
LOAN_3f7e25,FARMER_1848,Land Expansion,234723,21.25,12,Rejected,,False,Bank
LOAN_c96238,FARMER_1849,Labor,414933,13.79,24,Approved,Partially Paid,False,Bank
LOAN_f541f6,FARMER_1850,Fertilizer,345519,24.42,6,Rejected,,False,Microfinance
LOAN_0037d5,FARMER_1851,Land Expansion,283420,8.44,18,Approved,Fully Paid,False,NGO
LOAN_0c3640,FARMER_1852,Irrigation,148086,10.34,24,Approved,Defaulted,False,Microfinance
LOAN_7eaa7d,FARMER_1853,Equipment,340938,12.84,24,Rejected,,False,Bank
LOAN_4cafbc,FARMER_1854,Irrigation,52836,8.41,18,Approved,Fully Paid,False,NGO
LOAN_8c9f62,FARMER_1855,Fertilizer,242548,24.45,18,Approved,Fully Paid,True,Bank
LOAN_4f2d26,FARMER_1856,Irrigation,457307,17.82,12,Approved,Fully Paid,True,NGO
LOAN_09223d,FARMER_1857,Land Expansion,304661,5.22,12,Approved,Fully Paid,False,Bank
LOAN_f80abd,FARMER_1858,Equipment,476750,16.57,6,Rejected,,False,NGO
LOAN_5e3652,FARMER_1859,Irrigation,324934,20.62,18,Rejected,,False,Government
LOAN_fd7f0f,FARMER_1860,Land Expansion,274148,6.03,6,Rejected,,False,Microfinance
LOAN_d776e7,FARMER_1861,Land Expansion,97700,16.56,12,Approved,Partially Paid,False,Bank
